0,4,Photography,Vehicles,Cosmetics,11.684154591657158,10.3292796680971
1510,5,Television programme,Restaurants,Sports,12.41438455906103,37.979161600327835
1511,5,Music,Television programme,TV chat shows,7.85278177467047,3.6483208090310146
1512,5,Arts and music,Sports,Consumer electronics,10.622981319219866,14.913892035876513
1513,3,Vehicles,4x4s,Automobiles,8.83294889597765,25.296265847485337
1514,3,Games,Television programme,Restaurants,22.102721152705666,8.220262595584282
1515,4,Restaurants,Coffeehouses,Diners,6.233265816603414,21.270433536381077
1516,5,Television programme,TV chat shows,TV comedies,20.403592203038635,15.172576028960778
1517,5,Reading,Vehicles,4x4s,12.039715259516958,23.27532400959553
1518,5,Television programme,TV chat shows,TV comedies,6.569803820292793,10.235457030670357
1519,4,Music videos,Food,Vehicles,8.186629932906795,19.852646369259986
1520,4,Television programme,Family,Restaurants,14.20334841569197,16.47548885712093
1521,5,Business,Television programme,TV chat shows,12.558304983406645,7.769098628518579
1522,4,Sports,Consumer electronics,Music,0.31679193586048626,1.4123446190786026
1523,4,Live events,Restaurants,Coffeehouses,8.888867360236151,25.464899706815086
1524,5,Television programme,TV chat shows,Arts and music,14.579695156574594,19.993530700359106
1525,4,Music,Television programme,Restaurants,14.353366800369738,9.300991813433706
1526,5,Television programme,Restaurants,Vehicles,2.366254121049735,29.55994725901302
1527,5,Vehicles,4x4s,Automobiles,11.60412590887092,13.721872435503972
1528,3,Vehicles,4x4s,Automobiles,16.84141264147045,7.148260653170514
1529,5,Television programme,TV chat shows,Home and garden,10.854175578086112,42.442098698225216
1530,5,Television programme,TV chat shows,Restaurants,0.7107832615916347,45.43967563492781
1531,5,Television programme,Home and garden,DIY,7.2022347905014,12.043389287347152
1532,3,Restaurants,Coffeehouses,Diners,15.655997947988913,31.126504879381734
1533,5,Television programme,Restaurants,Sports,15.514800640865921,14.765114563160841
1534,5,Restaurants,Coffeehouses,Diners,2.918847428392376,17.358028992958005
1535,6,Business,Vehicles,4x4s,13.685429058545918,14.728042261122443
1536,4,Music,Vehicles,4x4s,21.148039438999298,7.020413201679962
1537,4,Films,Television programme,TV chat shows,14.634715416251774,2.8605772082424554
1538,5,Music videos,Restaurants,Coffeehouses,8.471173132532837,6.964877353433102
1539,4,Reading,Television programme,Restaurants,10.418157468003333,4.354541027612573
1540,5,Television programme,Restaurants,Vehicles,8.4088868576224,14.405786404487262
1541,5,Television programme,Restaurants,Vehicles,8.917752518839068,30.68536218385014
1542,4,Television programme,TV chat shows,TV comedies,14.639060812186322,31.90477394538062
1543,4,Television programme,TV chat shows,TV comedies,17.56924109763208,9.142364651991564
1544,4,Reading,Drinks,Vehicles,9.873781905361708,24.885545428163084
1545,4,Television programme,Restaurants,Vehicles,4.2993704681987,22.637181857631266
1546,4,Films,Television programme,TV chat shows,17.678791458817297,47.99528953778656
1547,4,Television programme,Friendship,Restaurants,2.5580491960762837,8.414299273363198
1548,5,Reading,Restaurants,Coffeehouses,8.353609575775831,30.951363103483025
1549,3,Television programme,Travel,Vehicles,0.6403480291461978,24.67277185935358
1550,5,Television programme,Restaurants,Vehicles,9.907257178945184,23.709351964735927
1551,4,Live events,Vehicles,4x4s,0.2535984515159395,1.4150571820396536
1552,5,Business,Live events,Sports,13.229390685779254,1.2445427995608043
1553,5,Restaurants,Coffeehouses,Diners,18.301514491174565,19.234791313488792
1554,3,Games,Television programme,Restaurants,15.27993720195864,22.569433086269875
1555,5,Pop music,Arts and music,Beauty,13.718948899436885,3.1660083652405344
1556,5,Vehicles,4x4s,Automobiles,14.151675740372543,6.056983722493904
1557,5,Films,Shoes,Sports,10.95018149055067,2.892797257956449
1558,4,Television programme,Restaurants,Vehicles,6.962667740481021,16.81290244683256
1559,6,Restaurants,Travel,Adventure travel,20.044489820201235,14.185970573904788
1560,3,Restaurants,Arts and music,Mobile phones,5.628020550699928,14.547471310779404
1561,5,Films,Live events,Television programme,26.14839018424759,25.213243635290645
1562,4,Reading,Television programme,Drinks,20.174687478091357,37.38157698352117
1563,5,Television programme,Restaurants,Televisions,17.551500363928966,15.621712232377991
1564,5,Television programme,Restaurants,Vehicles,5.961112518389064,28.828586973538368
1565,3,Drinks,Restaurants,Arts and music,15.224314721647985,11.225850833528572
1566,5,Films,Music,Alcoholic drink,14.826472720916238,34.366594616307815
1567,4,Music,Television programme,TV chat shows,11.196414074084805,20.02542257381492
1568,4,Television programme,Politics and social issues,Mobile phones,15.267711171945802,17.84727127040709
1569,5,Television programme,Restaurants,Sports,15.553634932945483,28.78138967250699
1570,5,Reading,Restaurants,Coffeehouses,6.06114866688978,14.43545401419793
1571,4,Television programme,TV chat shows,TV comedies,10.26954817485882,25.12372483566248
1572,5,Games,Arts and music,Acting,17.890493821729535,18.571816364265906
1573,4,Television programme,TV chat shows,Restaurants,6.643349099129759,19.311166669230424
1574,3,Sales,Television programme,TV chat shows,8.886416411256112,6.384740868760388
1575,4,Restaurants,Coffeehouses,Diners,5.728811471848418,4.964727395109215
1576,5,Television programme,Restaurants,Vehicles,20.65223308153577,25.968847046163603
1577,4,Television programme,TV chat shows,TV comedies,6.9753868390387535,23.714977419453994
1578,4,Arts and music,Photography,Vehicles,12.881074341728864,13.628504146890899
1579,5,Restaurants,Home and garden,Sports,7.8493786138585815,29.34685387290815
1580,3,Television programme,TV chat shows,TV comedies,5.842719671781339,16.88111224935184
1581,3,Television programme,TV chat shows,TV comedies,8.012397274487045,17.689460214985058
1582,5,Television programme,TV chat shows,Restaurants,12.078757285563547,12.57825937475431
1583,5,Music,Television programme,Restaurants,19.93173324429717,1.0655463830827578
1584,4,Music,Reading,Restaurants,10.29597170288409,3.5588238381398707
1585,4,Television programme,Restaurants,Coffeehouses,10.699973537411346,17.69263436578177
1586,4,Television programme,TV chat shows,TV comedies,13.937444282202735,9.043451012070168
1587,4,Films,Reading,Vehicles,2.4497583764764626,24.81330314323437
1588,5,Television programme,TV chat shows,TV comedies,3.265877138595129,38.631594469058435
1589,3,Television programme,Restaurants,Vehicles,4.981871280709432,32.104179641000954
1590,4,Music,Television programme,TV chat shows,12.559928399308859,25.4242067623983
1591,5,Television programme,Restaurants,Vehicles,24.85493106416337,25.588227499294376
1592,5,Personal finance,Music,Restaurants,15.073101570022615,14.972153867904764
1593,5,Music,Television programme,TV chat shows,5.458351876657917,6.716739634003314
1594,4,Television programme,TV chat shows,Restaurants,7.11310775204117,15.554061597564083
1595,4,Arts and music,Automobiles,Boats,3.691846072596306,21.15190836324359
1596,5,Films,Restaurants,Travel,0.6137618017264082,10.536763705584336
1597,4,Television programme,Alcoholic drink,Restaurants,16.80691890404239,9.758383532174516
1598,3,Films,Restaurants,Coffeehouses,11.232597948108289,10.277339586738156
1599,4,Television programme,TV chat shows,TV comedies,20.943815771577064,29.48237402143419
1600,4,Friendship,Restaurants,Computers,25.0849760121664,0.5983148468729116
1601,4,Restaurants,Coffeehouses,Diners,1.333710120260152,19.491396958169958
1602,4,Television programme,Friendship,Restaurants,7.720385364927767,13.508835850786562
1603,6,Television programme,TV chat shows,TV comedies,5.688898113729854,26.37899440257385
1604,4,Television programme,Restaurants,Vehicles,17.885608498774467,11.426364175623341
1605,4,Television programme,TV chat shows,TV comedies,7.571543033049657,13.660727032211932
1606,4,Music,Television programme,TV chat shows,4.351281809721096,23.195820103933734
1607,5,Television programme,TV chat shows,TV comedies,8.419101240944215,5.177889307371178
1608,4,Television programme,Restaurants,Sports,14.135183654648136,22.593203245685206
1609,3,Restaurants,Coffeehouses,Diners,8.41754116713269,6.410217470946207
1610,4,Television programme,TV chat shows,Photography,12.883445407020389,16.83107737742534
1611,3,Television programme,Restaurants,Software,2.62634138808283,12.636399919259109
1612,5,Television programme,Restaurants,Televisions,11.455590659287214,19.587053520438094
1613,4,Television programme,Restaurants,Automobiles,18.07303732716194,10.825232249228623
1614,5,Restaurants,Coffeehouses,Diners,16.498108886715503,11.073452430544172
1615,5,Sales,Television programme,Restaurants,12.38812592467389,3.1828911652657546
1616,4,Pop music,Restaurants,Sports,11.476761201693884,17.035427297078122
1617,4,Business,Television programme,Pets,9.692829310308223,2.4287707663639413
1618,4,Reading,Television programme,Restaurants,12.929934260436028,10.212947029228744
1619,4,Music,Restaurants,Coffeehouses,5.604132198996216,3.4769092265321024
1620,4,Music,Television programme,TV chat shows,1.2979325018393109,14.865967270826077
1621,4,Television programme,TV chat shows,TV comedies,20.401182183892942,5.486831583405468
1622,5,Reading,Television programme,TV chat shows,14.923784199658078,23.676996783983746
1623,4,Television programme,Restaurants,Vehicles,7.106958871850457,6.0217852922871185
1624,4,Pets,Birds,Software,10.14862698619023,24.33590659359352
1625,5,Films,Television programme,TV chat shows,6.012474344375626,22.73288694767777
1626,4,Restaurants,Coffeehouses,Diners,13.2755299466153,23.954879314627384
1627,5,Restaurants,Coffeehouses,Diners,13.302050248873181,14.616414113434102
1628,4,Drinks,Restaurants,Coffeehouses,12.040620755510574,22.685627748139346
1629,3,Television programme,TV chat shows,TV comedies,10.641121280443997,18.012833292155328
1630,4,Games,Television programme,TV chat shows,9.634738203794354,2.2136545277056463
1631,3,Restaurants,Coffeehouses,Diners,6.3790203096206195,17.110827326569897
1632,5,Music,Vehicles,4x4s,6.000619783214466,10.237699305549713
1633,5,Restaurants,Coffeehouses,Mobile phones,9.224624186983265,34.017089062980986
1634,3,Television programme,TV chat shows,TV comedies,11.86555126890777,4.955423428403732
1635,4,Television programme,Restaurants,Coffeehouses,10.171736637689154,3.733264846781415
1636,5,Reading,Television programme,TV chat shows,13.236097764276929,13.915240615093388
1637,5,Music,Friendship,Restaurants,19.84272467921845,15.517352537393018
1638,4,Television programme,Restaurants,Beauty,5.888559926443787,20.02405338117726
1639,4,Alcoholic drink,Vehicles,4x4s,12.692894701972872,16.917822941790543
1640,5,Music,Restaurants,Coffeehouses,10.285016616865125,27.785013537112803
1641,4,Drinks,Restaurants,Sports,0.3053067505312832,17.506907589045348
1642,5,Television programme,TV chat shows,TV comedies,9.380426990430967,12.418455523598684
1643,4,Television programme,Restaurants,Vehicles,7.765311932415964,20.735733691241315
1644,5,Television programme,TV chat shows,Restaurants,4.7870323459817214,19.329099048649766
1645,5,Television programme,Restaurants,Cosmetics,5.945077784714925,3.64427816158282
1646,5,Television programme,Restaurants,Sports,18.75991910127232,31.021576025596623
1647,4,Television programme,Restaurants,Arts and music,9.01230996129308,9.890198260370521
1648,4,Television programme,TV chat shows,Restaurants,16.09031705256305,23.00482542833285
1649,3,Television programme,TV chat shows,TV comedies,14.071932125030898,8.2798201914984
1650,4,Live events,Reading,Restaurants,22.560207705793516,25.130955309258283
1651,5,Television programme,Travel,Vehicles,6.8868821830932045,20.89839155759275
1652,4,Television programme,TV chat shows,TV comedies,5.214512695837807,16.04382844464451
1653,4,Television programme,Restaurants,Consumer electronics,13.432641411354792,3.1070789462121073
1654,5,Television programme,TV chat shows,TV comedies,6.659886622116475,7.701174581504756
1655,4,Television programme,Restaurants,Vehicles,0.8326954367935464,29.64079932359221
1656,4,Music,Restaurants,Coffeehouses,11.361638490053192,12.047447860715918
1657,4,Television programme,Restaurants,Pets,9.549588915405,35.96783643059644
1658,5,Pets,Vehicles,4x4s,13.968763340613677,9.867551899646847
1659,4,Television programme,TV chat shows,TV comedies,1.254756756712947,16.312464505766904
1660,4,Television programme,TV chat shows,TV comedies,20.180773228434212,14.116093277590696
1661,5,Music,Reading,Restaurants,5.530323150909271,31.71456782481563
1662,4,Restaurants,Politics and social issues,Mobile phones,19.040894109350432,9.978963075588126
1663,5,Television programme,TV chat shows,TV comedies,1.521591236244424,9.955218859063654
1664,3,Personal finance,Reading,Vehicles,14.530275719794474,25.988035727601805
1665,5,Friendship,Beauty,Mobile phones,14.222220257657042,28.34331220110712
1666,5,Games,Television programme,Drinks,18.27095397890946,15.474772452227098
1667,3,Television programme,Restaurants,Shopping,9.027490362021075,33.374741828025165
1668,5,Television programme,TV chat shows,Restaurants,10.719101828233137,24.98812840042098
1669,3,Music,Television programme,Arts and music,10.562168965636294,11.564274692713228
1670,5,Television programme,Alcoholic drink,Politics and social issues,9.917372728628644,10.853528352498355
1671,4,Drinks,Restaurants,Travel,14.384187834694835,30.113372099458743
1672,4,Television programme,Restaurants,Vehicles,2.8708369859055693,13.228227903967673
1673,4,Live events,Arts and music,Sports,20.663951121244455,27.894186875913455
1674,4,Games,Restaurants,Arts and music,15.232820009493086,27.601040783316023
1675,3,Games,Live events,Politics and social issues,10.20752317814931,3.4112406566724918
1676,5,Games,Restaurants,Coffeehouses,11.212112044096607,30.781318149238928
1677,4,Restaurants,Coffeehouses,Diners,13.192444078042506,28.98958784568164
1678,3,Television programme,TV chat shows,TV comedies,5.972020420308391,29.8762245875201
1679,3,Games,Television programme,Restaurants,22.271487903441397,10.200810013392772
1680,4,Television programme,Restaurants,Arts and music,23.05896236816296,15.518167966612108
1681,6,Drinks,Restaurants,Arts and music,5.366045491966414,18.880544382436128
1682,4,Television programme,Drinks,Coffee,21.456049571166155,19.087604190987992
1683,5,Vehicles,4x4s,Automobiles,19.9393916630873,10.2719149652114
1684,5,Live events,Vehicles,4x4s,11.736668419910758,14.98749736276762
1685,5,Reading,Photography,Shoes,7.949389429255927,15.858087652596142
1686,4,Television programme,TV chat shows,Restaurants,12.836008228708405,58.82084971799107
1687,5,Television programme,Arts and music,Acting,3.8649967074106844,23.37424336365397
1688,4,Television programme,Restaurants,Vehicles,15.61793423044082,10.925699170768532
1689,4,Television programme,Food,Restaurants,15.00649484230995,20.29772460491251
1690,4,Restaurants,Coffeehouses,Diners,20.153971165716356,44.18764268976646
1691,4,Music,Vehicles,4x4s,2.3622325930494688,8.605767166249663
1692,3,Music,Television programme,TV chat shows,2.797450812087506,5.026617593630224
1693,4,Television programme,Home and garden,DIY,3.8346586726989624,24.872953420117614
1694,3,Games,Music videos,Shopping,10.338025723574882,20.195356734929405
1695,5,Films,Music,Restaurants,15.598961976133426,11.860188437414402
1696,3,Music,Television programme,Restaurants,17.119839851496856,13.986143158902227
1697,4,Television programme,TV chat shows,TV comedies,3.5734102467156497,15.659106492262467
1698,4,Restaurants,Coffeehouses,Diners,11.047317990988079,9.924857652039844
1699,4,Rock music,Restaurants,Coffeehouses,2.9371687233403625,15.549944742186455
1700,5,Television programme,Restaurants,Vehicles,23.059517163406177,0.9489067158983762
1701,4,Drinks,Restaurants,Coffeehouses,13.637528027286667,16.70483145163619
1702,5,Live events,Television programme,TV chat shows,12.66856558377572,29.013603947311488
1703,4,Restaurants,Arts and music,Home and garden,7.937053725228411,21.211856999102388
1704,4,Food,Restaurants,Coffeehouses,31.42868144001926,16.56870881041296
1705,5,Films,Television programme,TV chat shows,5.1765911508899345,24.02486506537091
1706,4,Television programme,TV chat shows,Restaurants,4.349060387295664,8.225861025401114
1707,5,Television programme,Restaurants,Politics and social issues,23.850598393457936,35.20505477962735
1708,5,Vehicles,4x4s,Automobiles,4.491890142391723,19.974948522281633
1709,5,Reading,Pets,Shoes,11.616163580476591,27.510171916666504
1710,3,Food,Restaurants,Coffeehouses,17.491910139688137,22.2811959664324
1711,3,Television programme,TV chat shows,Food,0.9952046248723487,25.390130346717946
1712,4,Restaurants,Coffeehouses,Diners,9.206506770172096,14.541742833152478
1713,5,Television programme,TV chat shows,TV comedies,16.207114345536347,19.921496112124835
1714,4,Television programme,Restaurants,Coffeehouses,10.73020698172278,6.33641710159397
1715,3,Television programme,TV chat shows,TV comedies,8.072400776791092,5.826951741560512
1716,5,Music,Restaurants,Coffeehouses,5.199355036228559,15.848509636531238
1717,4,Films,Vehicles,4x4s,9.566972136514718,11.855631047321456
1718,4,Films,Television programme,TV chat shows,18.30986385153374,41.97960418590666
1719,3,Television programme,Family,Fatherhood,0.11105992088763017,35.22419853628461
1720,4,Films,Restaurants,Coffeehouses,5.9053538713459375,12.254721782848561
1721,5,Music videos,Television programme,Restaurants,3.470036766976966,19.598383058133432
1722,5,Television programme,TV chat shows,Restaurants,6.559113927805878,24.67223413575094
1723,5,Films,Television programme,TV chat shows,10.685757631343105,24.80045227919685
1724,4,Games,Television programme,TV chat shows,17.403056270050875,0.16274294081423868
1725,4,Television programme,Restaurants,Consumer electronics,3.2992031083175366,19.9635448352479
1726,4,Television programme,Restaurants,Home and garden,10.36510044230463,2.2704007570886624
1727,4,Restaurants,Coffeehouses,Diners,5.690795353884518,7.94345816595804
1728,3,Restaurants,Coffeehouses,Diners,14.610774821490109,44.589120697814046
1729,3,Television programme,TV chat shows,Restaurants,6.01726391913289,6.893846862758711
1730,5,Television programme,TV chat shows,TV comedies,2.1785274480664585,3.898652715782955
1731,3,Family,Arts and music,Vehicles,6.721508907940637,16.777859650055113
1732,5,Television programme,Alcoholic drink,Beer,0.5781459036118566,6.924000756129128
1733,4,Television programme,Restaurants,Vehicles,20.222908774796508,14.256848242054202
1734,4,Television programme,TV chat shows,TV comedies,5.334353198059381,10.340882655664865
1735,3,Television programme,TV chat shows,Restaurants,17.69240314402701,27.797878805214708
1736,4,Live events,Family,Sports,12.957479677295037,8.848456403697728
1737,5,Television programme,Restaurants,Vehicles,14.047234244495812,38.67408210139175
1738,5,Video games,Television programme,Restaurants,24.796742656086238,8.813127227963719
1739,5,Films,Television programme,TV chat shows,0.8589799326158865,3.616395985029788
1740,4,Television programme,TV chat shows,Restaurants,21.228721339340016,45.675289517374075
1741,5,Television programme,Restaurants,Beauty,1.80730073958021,34.17451489345904
1742,4,Restaurants,Sports,Television programme,6.408227621463433,20.27249507458467
1743,4,Television programme,TV chat shows,Friendship,14.164403839054945,9.471470427860634
1744,5,Games,Music videos,Television programme,17.749824738206517,25.19338153266559
1745,4,Food,Restaurants,Home and garden,8.653852296830237,9.583526475440884
1746,4,Television programme,TV chat shows,TV comedies,8.500108119887221,24.259679249964954
1747,3,Restaurants,Coffeehouses,Diners,16.552569037467304,17.628181373528527
1748,4,Drinks,Restaurants,Coffeehouses,11.689578357710623,7.421067783112818
1749,4,Video games,Restaurants,Coffeehouses,7.380503422749035,9.123725515776242
1750,4,Personal finance,Restaurants,Coffeehouses,7.212823862134922,6.698256191628151
1751,5,Television programme,Restaurants,Sports,9.988910093643192,12.585663672044841
1752,4,Films,Television programme,Restaurants,15.450302605131116,13.328665109154853
1753,5,Business,Television programme,TV chat shows,9.975034282563598,16.00324726267259
1754,5,Music,Television programme,Restaurants,5.651858965290283,10.326963859598568
1755,3,Films,Action films,Restaurants,15.460230131275564,11.44921682790958
1756,4,Television programme,Restaurants,Travel,2.252977206568305,37.054537281582554
1757,4,Television programme,Friendship,Marriage,6.7792167925414955,32.4825605964884
1758,5,Restaurants,Politics and social issues,Charity and causes,8.971119780230042,24.533620576312412
1759,4,Television programme,TV chat shows,Restaurants,14.17650844814748,17.174926873385598
1760,4,Television programme,Restaurants,Computers,13.569122046245354,13.097606319488277
1761,5,Television programme,Restaurants,Pets,19.05902689786227,41.09010671827355
1762,4,Video games,Restaurants,Coffeehouses,12.234244496674817,29.35172105796024
1763,4,Television programme,Restaurants,Vehicles,7.383704285334832,0.8700176705290819
1764,4,Games,Television programme,TV chat shows,13.329486304133528,11.081893887680213
1765,4,Restaurants,Consumer electronics,Films,10.152853132290995,24.542281609624943
1766,5,Personal finance,Television programme,TV chat shows,3.8585851958588924,23.513588898453037
1767,5,Pop music,Vehicles,4x4s,15.90778463777473,24.3966809380141
1768,4,Music,Television programme,Restaurants,15.850620477921865,25.13158435526558
1769,4,Home and garden,Vehicles,4x4s,28.725349933574932,24.45410308873331
1770,5,Restaurants,Software,Tablet computers,2.7882394637904993,12.469216144386358
1771,5,Films,Television programme,Restaurants,15.668703563653931,26.535482298933115
1772,3,Films,Television programme,Restaurants,7.19653467965612,22.352200532958815
1773,3,Drinks,Restaurants,Home and garden,13.941565401021187,0.804420788132413
1774,5,Restaurants,Coffeehouses,Consumer electronics,8.95007891883001,19.537921976226652
1775,5,Live events,Television programme,TV chat shows,4.298068489602682,36.42064958368455
1776,5,Television programme,TV chat shows,TV comedies,11.309745096960336,4.934625580670009
1777,5,Music,Television programme,TV chat shows,13.230709896104269,16.90014984505779
1778,5,Music,Restaurants,Consumer electronics,12.40258347854359,7.3844678815748415
1779,4,Music,Television programme,TV chat shows,23.98297706556348,8.374311493434018
1780,4,Television programme,TV chat shows,Restaurants,12.878363683230265,14.15538594941882
1781,5,Restaurants,Consumer electronics,Television programme,6.218891878419878,21.40483808689525
1782,6,Music,Television programme,Restaurants,11.889135776670749,30.94352130355052
1783,5,Television programme,TV chat shows,Travel,26.77142664308716,22.38164906164801
1784,5,Reading,Restaurants,Politics and social issues,9.824131491280244,0.12293705884357031
1785,4,Television programme,TV chat shows,TV comedies,11.45399081141246,4.775925731110894
1786,4,Business,Television programme,TV chat shows,20.764978671648564,12.454717605919122
1787,5,Television programme,TV chat shows,Restaurants,10.768494732245067,27.813471861204626
1788,4,Live events,Ballet,Shopping,17.176751142513233,31.323570717777493
1789,4,Restaurants,Coffeehouses,Computers,9.90512652332133,9.718449696510406
1790,4,Television programme,TV chat shows,TV comedies,21.492862339308452,26.150621340608502
1791,4,Live events,Music,Restaurants,25.60470779319327,9.899061034569694
1792,4,Television programme,Restaurants,Mobile phones,7.381367254024742,15.167911976531846
1793,5,Restaurants,Coffeehouses,Diners,4.378476488544553,14.34353499421819
1794,5,Television programme,TV chat shows,Restaurants,4.956721546651428,3.9697208094386074
1795,4,Television programme,TV chat shows,TV comedies,9.316771918244632,21.454927925427434
1796,5,Films,Music,Consumer electronics,13.652093398748084,21.84331854979776
1797,5,Games,Television programme,Restaurants,6.196952475097052,27.596037330788768
1798,4,Television programme,Restaurants,Sports,23.609282464904794,24.457412546893483
1799,4,Television programme,TV chat shows,Restaurants,20.314814781701436,12.60179525931553
1800,5,Television programme,Arts and music,Acting,18.922584200191057,28.2199905836733
1801,5,Travel,Beauty,Shoes,17.882031772373253,2.7491317633059715
1802,4,Television programme,TV chat shows,Arts and music,9.39335706854485,21.267474923683075
1803,5,Television programme,TV chat shows,Restaurants,14.62888864893009,17.547887866937103
1804,5,Television programme,Restaurants,Cosmetics,2.284081109353232,6.224747345386618
1805,4,Sales,Television programme,Restaurants,11.622391078609073,18.133920416007346
1806,4,Pop music,Television programme,Restaurants,13.722725589414596,34.594061676921996
1807,5,Television programme,Restaurants,Vehicles,7.541443932597922,25.766925534050635
1808,5,Games,Reading,Restaurants,22.96574439058132,29.59649476822848
1809,4,Television programme,TV chat shows,TV comedies,20.182608305574046,18.24712775951278
1810,4,Music,Television programme,Restaurants,7.275611116328689,32.562977591557484
1811,4,Music,Television programme,Restaurants,14.333532479679777,13.069976403541451
1812,5,Television programme,Restaurants,Coffeehouses,16.969050318906895,39.09905421610187
1813,4,Television programme,Arts and music,Acting,14.305472791224446,12.228407338856695
1814,4,Television programme,TV chat shows,TV comedies,10.098052234317272,16.01711499364222
1815,4,Restaurants,Coffeehouses,Diners,13.91973108265466,20.930468450620012
1816,5,Reading,Television programme,Restaurants,8.591173850425825,8.959548834956388
1817,3,Television programme,TV chat shows,Politics and social issues,7.0303179293918845,17.00930924415153
1818,3,Television programme,TV chat shows,TV comedies,14.501512694512577,29.924643707041078
1819,5,Television programme,TV chat shows,Restaurants,23.61165631551023,15.153829527793867
1820,4,Restaurants,Coffeehouses,Diners,4.425837658397221,10.65624071771466
1821,4,Restaurants,Travel,Adventure travel,16.302182098575088,13.562508073115806
1822,4,Television programme,Restaurants,Coffeehouses,6.478241316407825,15.019388012046095
1823,4,Vehicles,4x4s,Automobiles,5.256819503822139,23.717556364060478
1824,4,Television programme,TV chat shows,Restaurants,10.53151690458522,14.31749654785601
1825,3,Music,Restaurants,Coffeehouses,13.861304187421489,18.32094616367131
1826,3,Television programme,TV chat shows,Restaurants,22.496814063502626,22.21569742504814
1827,5,Games,Television programme,Restaurants,10.291021164228985,32.026435014079404
1828,5,Arts and music,Vehicles,Automobiles,7.689554674500723,1.436230453842338
1829,3,Games,Restaurants,Coffeehouses,24.136081690557067,2.3932578279005856
1830,4,Music,Beauty,Beauty salons,15.704080704497436,9.760466598933391
1831,4,Live events,Television programme,TV chat shows,14.302023864590023,29.91606289638461
1832,5,Television programme,Restaurants,Vehicles,4.3133893804761865,21.208985913348485
1833,4,Restaurants,Arts and music,Acting,7.827811491855517,0.31399478129478986
1834,4,Travel,Vehicles,4x4s,18.757845545282336,16.91528748111178
1835,0,Television programme,Arts and music,Politics and social issues,7.829957205751924,16.93779527572689
1836,5,Television programme,TV chat shows,TV comedies,4.375324664813568,10.610892652405974
1837,5,Music,Arts and music,Acting,2.11867212134523,13.40358071924823
1838,4,Restaurants,Arts and music,Acting,3.2215670353430976,13.483653404985434
1839,3,Live events,Television programme,Restaurants,13.462457608855546,18.982397627979463
1840,4,Television programme,TV chat shows,TV comedies,20.180870768782928,7.801436857411965
1841,4,Films,Music,Beauty,13.63509793027967,12.1414831647853
1842,3,Television programme,TV chat shows,TV comedies,15.380514236780154,11.480650699397572
1843,3,Reading,Television programme,Restaurants,4.7318010069334875,24.10199461888054
1844,4,Rock music,Television programme,Photography,15.854752311109866,3.992892966756502
1845,5,Travel,Software,Tablet computers,6.9471985977254445,24.837839790779746
1846,5,Television programme,Politics and social issues,Charity and causes,5.568447256806103,12.08773716269678
1847,4,Television programme,TV chat shows,Restaurants,12.00669935548549,7.195327027428564
1848,4,Television programme,TV chat shows,TV comedies,6.194390105010722,15.935671429976667
1849,4,Live events,Television programme,Restaurants,11.426802522715887,2.7973915758012176
1850,5,Television programme,Restaurants,Sports,19.233154342491748,14.197114508657169
1851,4,Television programme,TV chat shows,TV comedies,5.536910370455179,18.331250355072044
1852,4,Television programme,TV chat shows,TV comedies,5.781789314795306,4.262237172704234
1853,5,Music,Restaurants,Consumer electronics,24.429486497479623,8.902393023494767
1854,4,Music videos,Vehicles,4x4s,7.497792603129369,16.265245872451267
1855,5,Television programme,TV chat shows,TV comedies,9.9286818608517,7.263571222539551
1856,4,Television programme,Restaurants,Vehicles,22.589779345473524,18.402011821083974
1857,4,Television programme,TV chat shows,TV comedies,8.756810200743555,18.06326887713153
1858,5,Reading,Television programme,TV chat shows,7.700117603099168,11.454053004629072
1859,4,Music,Restaurants,Coffeehouses,18.165841881171502,11.914759674035876
1860,5,Restaurants,Coffeehouses,Diners,7.061008252196399,9.351314618153552
1861,4,Restaurants,Coffeehouses,Diners,10.154656578880351,2.43754253345959
1862,5,Personal finance,Television programme,TV chat shows,19.513338857195244,3.098945570241307
1863,3,Music videos,Television programme,Restaurants,13.933839292975753,15.660380404943888
1864,5,Reading,Restaurants,Coffeehouses,11.230197110226984,10.964827612182766
1865,3,Sales,Television programme,Restaurants,8.587329926798494,21.4070815241544
1866,4,Television programme,Family,Fatherhood,18.78765695917121,6.168879860001688
1867,3,Television programme,TV chat shows,TV comedies,10.356593495518725,26.37343428217202
1868,4,Rock music,Restaurants,Travel,0.1167904033725673,38.07217578575475
1869,4,Television programme,TV chat shows,TV comedies,15.520880438401628,26.18210877422677
1870,5,Television programme,Drinks,Restaurants,8.681660542968169,4.223545670945569
1871,5,Television programme,Restaurants,Pets,5.681104914620036,5.835391111497804
1872,5,Games,Television programme,Restaurants,8.10415534647671,1.535427004565319
1873,4,Rock music,Restaurants,Coffeehouses,13.333720966132255,24.323210532376677
1874,5,Films,Music,Blues music,10.649622304904073,39.460029656799385
1875,3,Television programme,Restaurants,Consumer electronics,9.586610356789418,32.67439290171376
1876,5,Music videos,Television programme,TV chat shows,16.886869539266307,18.163664661097865
1877,4,Games,Television programme,TV chat shows,20.759262827831257,4.228665874816066
1878,4,Television programme,Restaurants,Travel,7.915700613817655,10.652943076835449
1879,5,Vehicles,4x4s,Automobiles,7.743220382511599,15.07313594194384
1880,5,Films,Action films,Restaurants,15.1624345811967,34.07496209574333
