382,4,Video games,Restaurants,Coffeehouses,9.390603099804943,5.430705542446965
383,5,Sales,Television programme,TV chat shows,7.8462793497044245,14.822137601277536
384,5,Restaurants,Pets,Travel,9.97569828363088,22.282738693396155
385,4,Television programme,TV chat shows,TV comedies,10.278623375237405,9.171939329534158
386,4,Games,Television programme,TV chat shows,19.67645814948807,17.958635308291107
387,3,Live events,Television programme,Restaurants,19.90663036258559,0.5485343953567661
388,4,Video games,Vehicles,4x4s,7.461540748454091,13.951438737983338
389,4,Video games,Music,Vehicles,9.03566655720373,16.132312248769864
390,3,Personal finance,Vehicles,4x4s,14.186994178878738,12.379733985773475
391,3,Music,Restaurants,Televisions,23.564146089136162,7.890795078892843
392,4,Restaurants,Coffeehouses,Diners,13.162600770015223,11.367589592820591
393,3,Television programme,TV chat shows,TV comedies,4.639831595952167,7.25632992851569
394,4,Music,Television programme,TV chat shows,8.717898189784345,15.974212468457674
395,4,Music,Restaurants,Coffeehouses,14.260221282902775,2.791187640795899
396,4,Television programme,Restaurants,Computers,1.512630952854785,23.873763154838734
397,5,Television programme,TV chat shows,Restaurants,11.813464154329814,22.724414571196327
398,5,Home and garden,Sports,American football,8.325873822546093,29.833070807252103
399,4,Music,Television programme,Restaurants,21.7354296237028,9.322617693704672
400,4,Sales,Online shopping,Football,25.527640921868247,0.3238628318556991
401,4,Restaurants,Coffeehouses,Diners,0.6222220818080082,17.18213833606255
402,4,Games,Television programme,Restaurants,4.044747903202785,0.7316593342514413
403,5,Video games,Television programme,Restaurants,5.637848326766747,16.60238104397834
404,5,Reading,Television programme,Restaurants,0.4541307337344396,17.42716990996024
405,4,Television programme,Friendship,Restaurants,13.067635518027313,14.651982926331057
406,5,Business,Television programme,Restaurants,20.762252743845053,21.888044995860984
407,4,Television programme,Restaurants,Vehicles,3.602871452187123,16.585426475480986
408,5,Television programme,TV chat shows,TV comedies,13.256317972314186,17.890830045426892
409,4,Television programme,TV chat shows,TV comedies,13.08434738246211,19.800892811379413
410,5,Television programme,Travel,Sports,10.966764608777307,13.321501267739858
411,4,Television programme,TV chat shows,TV comedies,6.457516013322712,15.019889792503578
412,5,Films,Food,Restaurants,11.971231263852818,25.760596043521623
413,3,Television programme,Restaurants,Vehicles,6.986979606209958,8.466858170159771
414,4,Television programme,TV chat shows,Photography,15.616234059542656,17.964118824834614
415,4,Rock music,Vehicles,Beauty,2.700846029460787,21.366343403424256
416,5,Restaurants,Travel,Adventure travel,11.409415229634948,7.605003007848757
417,0,Television programme,Restaurants,Mobile phones,8.809464370489454,1.9655326971388654
418,4,Television programme,TV chat shows,TV comedies,17.125317257571197,18.65897475480719
419,5,Games,Television programme,Restaurants,3.4534462867979085,10.940603087125144
420,6,Television programme,Restaurants,Coffeehouses,7.0141714365409396,26.156241546972744
421,3,Television programme,TV chat shows,TV comedies,21.95201786221879,14.193344547330696
422,5,Restaurants,Coffeehouses,Diners,11.316239652598378,20.243848901388457
423,4,Restaurants,Arts and music,Travel,3.1458238967819634,13.962187654214164
424,4,Films,Restaurants,Coffeehouses,10.564324759477271,12.919202267381777
425,5,Films,Television programme,TV chat shows,15.605108120629602,4.599695471360837
426,5,Television programme,Arts and music,Acting,10.783905452926236,10.172980071418772
427,4,Television programme,Arts and music,Acting,10.811406501550831,20.200772181103737
428,4,Television programme,TV chat shows,TV comedies,17.282165859058793,0.31049366059546024
429,6,Television programme,Restaurants,Coffeehouses,0.7142852045849395,6.489035149084026
430,4,Television programme,Restaurants,Televisions,14.713635133009067,16.527265826947634
431,3,Television programme,TV chat shows,TV comedies,6.8558319186401775,17.938823337978004
432,3,Television programme,Restaurants,Coffeehouses,17.11655484687634,17.00373912443376
433,3,Games,Music,Restaurants,9.858850729670003,17.811325297234223
434,4,Reading,Restaurants,Coffeehouses,11.880551262065456,16.628388224057545
435,3,Music,Cosmetics,Sports,19.200259196115017,10.914538826887616
436,4,Television programme,TV chat shows,Restaurants,14.17635696876686,18.331697728566198
437,5,Television programme,TV chat shows,TV comedies,7.930024911027221,10.596298120424517
438,4,Television programme,Arts and music,Acting,7.769662058660056,7.138063693762065
439,4,Television programme,TV chat shows,Restaurants,10.613235884552841,34.839563890773285
440,4,Music,Television programme,Restaurants,13.344760444962848,13.240816134317036
441,4,Television programme,Restaurants,Vehicles,2.526488725713712,4.765944070337181
442,4,Live events,Television programme,Pets,0.5063678598455503,2.372026819335181
443,4,Games,Television programme,Arts and music,10.453612764529385,4.527076868770314
444,5,Music,Drinks,Vehicles,11.392024593619887,15.542321381457295
445,3,Television programme,Restaurants,Vehicles,7.953591431486478,28.49553568434601
446,3,Television programme,TV chat shows,Restaurants,10.21542455362303,3.3680461252945673
447,4,Games,Television programme,Restaurants,5.947867122065276,10.788264381238477
448,4,Personal finance,Television programme,TV chat shows,33.054578149392725,25.731866984697383
449,5,Games,Music,Vehicles,6.732108721976251,32.39857879043444
450,5,Pop music,Drinks,Vehicles,12.082324622787551,0.6656243403272821
451,0,Live events,Television programme,TV chat shows,5.475706514186805,3.1297604661703726
452,3,Television programme,Travel,Beauty,11.979815978403101,1.7882176725715837
453,5,Television programme,Restaurants,Vehicles,18.29838131165676,15.731580756883805
454,5,Television programme,TV chat shows,Restaurants,18.754489945383703,22.315833285263082
455,3,Television programme,Arts and music,Acting,10.924739390550052,21.79404647593766
456,5,Restaurants,Coffeehouses,Diners,7.4212372164801215,40.50177593521196
457,1,Restaurants,Coffeehouses,Photography,4.115234820043141,6.839771811972816
458,4,Television programme,Food,Restaurants,12.120822417184723,19.164656004612795
459,1,Vehicles,4x4s,Automobiles,7.942007635867685,19.84943579743169
460,5,Television programme,Restaurants,Software,5.819232783754394,44.426185239216345
461,5,Television programme,Restaurants,Vehicles,8.288266575246464,2.3729014716001675
462,3,Films,Live events,Restaurants,1.5070588597055927,3.5640889468081784
463,4,Television programme,TV chat shows,TV comedies,10.453887790500422,15.515848046416739
464,4,Television programme,TV chat shows,TV comedies,1.0463938267751764,30.85516939835636
465,3,Television programme,Restaurants,Vehicles,9.724306703913204,4.970284715139595
466,4,Rock music,Television programme,TV chat shows,3.4128143053632423,5.407820872873236
467,4,Music,Restaurants,Coffeehouses,11.475262220358507,5.6977412233523665
468,3,Games,Television programme,TV chat shows,11.20080246814552,7.059212692778493
469,4,Vehicles,4x4s,Automobiles,4.036971492603572,9.599437502220496
470,5,Music,Vehicles,4x4s,12.008006521126433,6.714112877089966
471,6,Video games,Arts and music,Politics and social issues,2.7347172057356604,12.413695594514957
472,4,Restaurants,Coffeehouses,Diners,8.115802395172285,25.555756686400905
473,4,Television programme,TV chat shows,Restaurants,15.650988164194239,12.254053227088203
474,3,Music,Drinks,Travel,9.236368395723686,10.45740930672317
475,4,Television programme,TV chat shows,TV comedies,4.303971350539869,32.35166604858052
476,6,Restaurants,Consumer electronics,Reading,9.008384298481257,20.372390020885273
477,4,Reading,Vehicles,4x4s,2.982391392993758,7.217518659321642
478,4,Television programme,Restaurants,Coffeehouses,16.696451675650792,15.12625572034814
479,5,Restaurants,Coffeehouses,Diners,15.89402375015019,20.417188427485016
480,4,Restaurants,Travel,Adventure travel,25.07261101894869,4.7286655009270095
481,5,Television programme,Restaurants,Software,24.847521746621577,27.510690938348695
482,5,Restaurants,Coffeehouses,Diners,15.913244960383505,6.474990167663605
483,3,Television programme,TV chat shows,TV comedies,9.139122405970019,14.89969959788999
484,4,Television programme,TV chat shows,TV comedies,17.10935731510073,23.552229930039243
485,4,Television programme,TV chat shows,TV comedies,8.542000977264014,13.043269713221232
486,4,Reading,Shoes,Sports,3.826399167502905,13.230935894508766
487,5,Restaurants,Coffeehouses,Diners,6.05975772817357,14.738699067898882
488,4,Restaurants,Politics and social issues,Televisions,0.09532099349221745,29.643575741532374
489,4,Films,Television programme,Restaurants,8.07577383473104,14.17040060537811
490,4,Restaurants,Consumer electronics,Video games,10.393108530626648,21.329994777904393
491,5,Television programme,TV chat shows,TV comedies,3.4292813958682107,8.233302871824467
492,4,Vehicles,4x4s,Automobiles,12.414709273959359,32.113844085686004
493,5,Television programme,TV chat shows,Restaurants,7.143364612297995,28.315813327121592
494,4,Live events,Food,Vehicles,8.107872081024066,33.51509609280044
495,4,Television programme,TV chat shows,TV comedies,16.93010619706522,11.964735907682934
496,4,Live events,Television programme,Arts and music,13.410712224874803,22.195431968800307
497,4,Television programme,TV chat shows,Travel,3.4631143896125307,23.08291908385938
498,4,Television programme,Restaurants,Coffeehouses,16.067661340025566,12.312755337315634
499,4,Television programme,TV chat shows,TV comedies,11.69781417940079,10.380306551017808
500,4,Television programme,TV chat shows,TV comedies,11.778329094151049,6.785276939894981
501,3,Pets,Vehicles,4x4s,12.099259670282215,6.284499702531749
502,4,Television programme,Food,Barbecue,5.519956542764312,5.838489062904969
503,4,Television programme,TV chat shows,TV comedies,2.0955328470500953,29.21996112011116
504,4,Restaurants,Coffeehouses,Diners,14.558518484789088,11.262352229052695
505,4,Television programme,TV chat shows,TV comedies,8.2726309991627,33.16182585002607
506,5,Restaurants,Computers,Computer memory,9.488461035921638,39.40224794407825
507,4,Television programme,TV chat shows,TV comedies,28.29797312361078,9.126062270855812
508,5,Live events,Restaurants,Coffeehouses,14.558585152810998,21.647235772773076
509,5,Television programme,TV chat shows,Arts and music,16.083059107335384,23.90595971599928
510,4,Television programme,TV chat shows,Restaurants,25.587781019325217,13.120857582187371
511,5,Television programme,TV chat shows,TV comedies,0.2622089098435918,9.63554555891471
512,4,Television programme,Restaurants,Travel,4.782332186609368,23.95725568282984
513,4,Restaurants,Coffeehouses,Arts and music,3.2291305407525472,12.27060535808539
514,4,Drinks,Restaurants,Coffeehouses,8.645492442906415,2.70859724768869
515,4,Vehicles,4x4s,Shoes,3.6272190882229163,25.620318302723312
516,5,Television programme,Travel,Vehicles,8.512243605139979,4.121706339534283
517,5,Television programme,TV chat shows,TV comedies,6.878463393097364,27.164180363100186
518,3,Alcoholic drink,Restaurants,Arts and music,8.860914931913372,36.566611517065354
519,5,Television programme,Restaurants,Sports,19.955964922734665,19.401284382902347
520,4,Vehicles,4x4s,Automobiles,19.006332543698008,18.568484928666127
521,4,Television programme,TV chat shows,TV comedies,7.5178159585113224,3.634272766217258
522,4,Television programme,Restaurants,Clothing,15.899653640533721,28.736831530338293
523,5,Television programme,TV chat shows,TV comedies,9.726561697317097,16.719042449090757
524,4,Restaurants,Coffeehouses,Diners,16.237452332119172,16.7509864748762
525,6,Television programme,TV chat shows,TV comedies,16.510541098389716,7.5276847387426375
526,5,Restaurants,Coffeehouses,Diners,12.099250818243844,16.739966575501136
527,4,Television programme,TV chat shows,TV comedies,14.340275862938249,25.377327330671108
528,3,Reading,Automobiles,Boats,8.353844727959666,9.970443399461296
529,4,Live events,Television programme,Restaurants,14.966301676972737,15.764625804990471
530,5,Music,Television programme,TV chat shows,5.203012301964934,0.3134847329899646
531,4,Restaurants,Coffeehouses,Diners,2.762121692665879,19.039985109195516
532,4,Pop music,Restaurants,Coffeehouses,18.797033476316273,21.77658941161184
533,5,Television programme,Restaurants,Shopping,31.476558654628512,21.687579509929396
534,5,Reading,Television programme,Restaurants,24.509456656477333,20.96517168918868
535,4,Games,Music,Restaurants,19.85629912002989,31.914982268212533
536,5,Home and garden,Vehicles,4x4s,10.738887422567629,33.90799055641098
537,5,Reading,Television programme,TV chat shows,19.923738002077968,37.197187778048196
538,4,Restaurants,Coffeehouses,Diners,18.78160209130324,4.4069825349467795
539,5,Family,Vehicles,Beauty,7.413234052855993,7.161560894657553
540,3,Films,Restaurants,Consumer electronics,12.168002389958033,18.4125620490084
541,4,Television programme,Restaurants,Travel,9.303118038986637,26.778284410082264
542,4,Personal finance,Vehicles,4x4s,10.072530111450146,6.952019410020922
543,4,Music,Sports,Televisions,14.564788864257917,21.12297268405159
544,5,Vehicles,4x4s,Automobiles,3.3064549142497297,28.348490998318372
545,5,Films,Television programme,TV chat shows,6.342096625214252,7.459610352163306
546,5,Reading,Restaurants,Coffeehouses,9.166138747584256,20.90769493982107
547,4,Personal finance,Films,Television programme,9.135989532443002,10.503553813395234
548,4,Restaurants,Coffeehouses,Diners,12.643993003171081,16.587812552596628
